indx,singers_sex_rc,singers_leader_rc,singers_dance_rc,audience_dance_rc,religious_rc,trance_rc,ceremony_rc,informal_rc,appear_rc,restrict_rc,mimic_rc,compose_rc,improv_rc,nowords_rc,child_by_rc,child_for_rc,clap_rc,stomp_rc,instrument_rc,ocm131_rc,ocm132_rc,ocm136_rc,ocm137_rc,ocm140_rc,ocm152_rc,ocm157_rc,ocm173_rc,ocm177_rc,ocm183_rc,ocm186_rc,ocm200_rc,ocm208_rc,ocm221_rc,ocm224_rc,ocm226_rc,ocm230_rc,ocm240_rc,ocm250_rc,ocm260_rc,ocm271_rc,ocm276_rc,ocm290_rc,ocm300_rc,ocm310_rc,ocm320_rc,ocm330_rc,ocm342_rc,ocm360_rc,ocm372_rc,ocm374_rc,ocm410_rc,ocm411_rc,ocm420_rc,ocm431_rc,ocm432_rc,ocm460_rc,ocm480_rc,ocm502_rc,ocm512_rc,ocm513_rc,ocm521_rc,ocm522_rc,ocm524_rc,ocm535_rc,ocm536_rc,ocm541_rc,ocm553_rc,ocm554_rc,ocm556_rc,ocm560_rc,ocm570_rc,ocm572_rc,ocm578_rc,ocm580_rc,ocm590_rc,ocm610_rc,ocm620_rc,ocm628_rc,ocm630_rc,ocm660_rc,ocm670_rc,ocm674_rc,ocm680_rc,ocm720_rc,ocm728_rc,ocm731_rc,ocm750_rc,ocm754_rc,ocm760_rc,ocm770_rc,ocm780_rc,ocm784_rc,ocm797_rc,ocm800_rc,ocm820_rc,ocm830_rc,ocm837_rc,ocm841_rc,ocm843_rc,ocm850_rc,ocm860_rc,ocm881_rc,ocm886_rc,ocm890_rc,ocm999_rc,time_start_rc,time_end_rc,duration_rc,recur_rc,singers_n_rc,singers_age1_rc,singers_age2_rc,shape_type_rc,appear_paint_rc,appear_adorn_rc,appear_cloth_rc,appear_mask_rc,appear_obj_rc,restrict_sex_rc,restrict_marry_rc,restrict_grp1_rc,restrict_grp2_rc,audience_n_rc,audience_age1_rc,audience_age2_rc,audience_sex_rc,audience_marry_rc,audience_grp1_rc,audience_grp2_rc,instrument_type1_rc,instrument_type2_rc,instrument_type3_rc
153,.,0,.,.,0,0,0,0,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Solo singer,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1541,.,.,.,.,0,0,0,.,0,0,0,1,0,.,0,0,.,.,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Multiple singers (number unknown),.,.,.,.,.,.,.,.,.,.,.,.,Solo listener,.,.,.,.,Leaders,.,Membranophone, Aerophone,.
1547,.,1,.,.,0,0,1,0,0,1,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,2-5 singers,.,.,.,.,.,.,.,.,.,.,"Singers/musicians (e.g., bards, minstrels)",.,Multiple singers (number unknown),Adult,.,Both sexes,.,Leaders,.,.,.,.
1559,.,.,.,.,0,0,1,0,0,0,0,1,0,.,0,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,Night (2200 to 0400),1-10 hours,1-2 days,Multiple singers (number unknown),.,.,.,.,.,.,.,.,.,.,.,.,Multiple singers (number unknown),All Ages,.,Both sexes,Both married & unmarried,"Community (mixed-gender groups, includes ""village"")",.,Membranophone,.,.
1560,.,.,.,.,0,1,1,0,0,0,0,.,0,.,0,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Multiple singers (number unknown),.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Membranophone, Aerophone,.
1561,.,.,.,.,0,0,.,.,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
157,.,.,.,.,0,0,.,.,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Multiple singers (number unknown),.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
158,.,.,.,.,0,0,.,.,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1581,.,.,.,.,0,0,.,.,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1583,.,.,.,.,0,0,.,.,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
159,.,.,.,.,0,0,.,.,0,0,0,.,1,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Solo singer,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1591,Female,.,.,.,0,0,.,.,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Solo singer,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1595,.,.,.,.,0,0,.,.,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
160,.,.,.,.,0,0,.,.,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1612,Male,0,0,0,0,0,0,1,0,0,0,0,0,.,0,0,.,.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Night (2200 to 0400),Night (2200 to 0400),.,No recurrence,Solo singer,Adult,.,Other shape,.,.,.,.,.,.,.,.,.,.,Adult,.,Female,Unmarried,Other (incl. proper nouns),.,.,.,.
1622,.,.,1,.,1,0,1,0,1,0,0,.,0,.,0,0,.,.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
163,Male,0,0,0,0,0,0,0,0,0,0,0,0,Humming/neutral syllables,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,.,.,<10 min,No recurrence,11-20 singers,Adult,.,.,.,.,.,.,.,.,.,.,.,Solo listener,.,.,.,.,Other (incl. proper nouns),.,Aerophone,.,.
1638,Male,.,.,.,0,0,1,0,1,1,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,1-2 days,Multiple singers (number unknown),Adult,.,Semicircle,Head/face & shoulders,Butt & groin,Torso,.,.,Male,.,"Religious people and healers (e.g., shamans, priests, doctors)"," Raiders, warriors, head-hunters, etc.",Multiple singers (number unknown),All Ages,.,.,.,"Community (mixed-gender groups, includes ""village"")",.,.,.,.
164,.,.,.,.,0,0,1,0,0,0,0,.,0,.,0,1,.,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Child, Adolescent/young adult,.,Unmarried,"Children (general, includes ""boys"" or ""girls"")",.,.,.,.
1662,Male,1,.,.,0,0,1,.,0,0,0,0,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Multiple singers (number unknown),.,.,.,.,.,.,.,.,.,.,.,.,Multiple singers (number unknown),.,.,.,.,Leaders,.,.,.,.
169,.,.,.,.,0,0,.,.,0,0,0,0,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
170,Both sexes,0,1,.,0,0,0,1,0,1,0,0,0,.,1,0,.,.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Evening (1900 to 2200),Evening (1900 to 2200),.,.,Multiple singers (number unknown),Child,.,Circle,.,.,.,.,.,.,.,Children (includes boys and girls),.,Multiple singers (number unknown),Adult,.,.,.,Other (incl. proper nouns),.,.,.,.
1751,.,.,.,.,0,0,.,.,0,0,0,0,0,Jibberish,0,0,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1762,Female,.,.,.,1,0,1,0,1,0,0,.,0,.,0,0,.,.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Night (2200 to 0400),"Early morning (0400 to 0700) (includes daybreak, dawn)",.,.,2-5 singers,.,.,Line (or row),.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1872,.,.,.,.,0,0,1,0,0,0,0,.,0,.,0,0,.,.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Idiophone,.,.
1874,.,.,.,.,0,0,1,0,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1891,.,.,.,.,1,0,1,0,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Multiple singers (number unknown),.,.,.,.,.,.,.,.,.,.,.,.,Multiple singers (number unknown),All Ages,.,Both sexes,Both married & unmarried,"Community (mixed-gender groups, includes ""village"")",.,.,.,.
19,.,.,.,.,0,0,.,.,0,0,0,1,0,.,0,0,.,.,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1911,.,.,.,.,0,0,.,0,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Night (2200 to 0400),Night (2200 to 0400),.,.,Multiple singers (number unknown),.,.,.,.,.,.,.,.,.,.,.,.,Multiple singers (number unknown),.,.,Male,.,Warriors,.,.,.,.
1925,Female,.,.,.,0,0,1,0,1,0,0,0,0,.,0,0,.,.,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,Adult,.,.,.,.,.,.,.,.,.,.,.,Multiple singers (number unknown),.,.,Both sexes,.,"Community (mixed-gender groups, includes ""village"")",.,.,.,.
1933,Male,.,.,.,0,0,1,0,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,<10 min,.,Solo singer,Adult,.,Other shape,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1937,Male,.,.,.,1,0,1,0,1,1,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,Adult,.,.,.,.,Torso,.,.,Male,.,"Religious people and healers (e.g., shamans, priests, doctors)",.,.,.,.,.,.,.,.,.,.,.
1946,Male,.,.,.,0,0,.,0,0,1,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,.,.,.,.,Multiple singers (number unknown),.,.,.,.,.,.,.,.,.,.,"Singers/musicians (e.g., bards, minstrels)",.,Multiple singers (number unknown),.,.,.,.,"Community (mixed-gender groups, includes ""village"")",.,.,.,.
1947,.,.,.,.,0,0,.,.,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1952,Female,1,.,.,0,0,.,0,0,0,0,.,1,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,Multiple singers (number unknown),.,.,Other shape,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1954,Male,.,1,.,1,0,1,0,1,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,2-5 singers,Adult,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Community (mixed-gender groups, includes ""village"")",.,.,.,.
1955,.,.,.,.,0,0,.,.,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1960,Female,1,0,.,1,1,1,0,1,1,0,0,0,.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Multiple singers (number unknown),Adult,.,Circle,.,Unspecified location,Unspecified location,.,.,Female,.,Other (includes proper nouns),.,.,.,.,.,.,.,.,.,.,.
1967,.,.,.,.,0,0,1,0,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1977,.,.,.,.,0,0,1,0,0,0,0,.,0,.,0,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Membranophone,.,.
1981,Male,0,.,.,0,0,.,.,0,1,0,.,0,.,0,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Solo singer,Adult,.,Other shape,.,.,.,.,.,.,.,Leaders,.,.,.,.,.,.,.,.,Membranophone,.,.
1991,.,.,.,.,0,0,.,.,0,0,0,.,0,.,0,0,.,.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Multiple singers (number unknown),.,.,.,.,.,.,.,.,.,.,.,.,Multiple singers (number unknown),.,.,.,.,"Community (mixed-gender groups, includes ""village"")", Other (incl. proper nouns),.,.,.
2,Male,.,.,.,0,0,1,0,0,0,0,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Multiple singers (number unknown),.,.,.,.,.,.,.,.,.,.,.,.,Multiple singers (number unknown),All Ages,.,.,.,"Children (older than toddler, younger than adolescent)", Leaders,.,.,.
2014,.,.,1,.,1,0,1,0,1,1,0,.,0,.,0,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,Multiple singers (number unknown),.,.,.,.,.,.,.,.,.,.,"Religious people and healers (e.g., shamans, priests, doctors)", Other (includes proper nouns),.,.,.,.,.,Patients/Sick People,.,Idiophone,.,.
