"dim","culture","mean.est","mean.cilo","mean.cihi","mean.pval","sd.est","sd.cilo","sd.cihi","distr.lo","distr.hi","other.culture.mean","other.nhs.region.mean","other.glotto.mean","other.world.mean","other.hraf.region.mean","other.hraf.subregion.mean","other.hraf.subsistence.mean","nhs_region","hraf_region","hraf_subregion","hraf_subsistence","ncites","npassages"
"q.3","NHS-C059",0.349875131264248,0.0902852762812773,0.602830909751657,0.00774999999999992,0.772725761077144,0.59342831057927,0.918138641550493,-1.20111603984709,1.82484320950766,-0.00578033163867995,-0.00600049072845823,-0.00889717430730777,-0.0732492186261068,-0.00697608008999444,-0.00600049072845823,-0.0237196658987906,"NHS-R17","Africa","Northern Africa","pastoralists",6,77
"q.3","NHS-C064",-0.0857551212505565,-0.497370588042144,0.320989131309625,0.675416666666667,0.807753962850789,0.599024478574343,1.01708464663079,-1.52031486834223,1.64528920558313,0.000551829289790305,0.000551829289790305,0.0170133643483683,0.0889418528573696,-0.00348249113015867,0.000551829289790305,-0.0276537222109971,"NHS-R14","Oceania","Micronesia","other subsistence combinations",3,28
"q.3","NHS-C066",-0.226682741829218,-0.467384177317797,0.0135600724209364,0.0649166666666667,1.01901800001238,0.81913493849606,1.18609664634461,-2.09524865753385,1.89899634744342,0.00412912337800878,0.017359731801362,-0.00889717430730777,-0.0732492186261068,-0.00697608008999444,0.017359731801362,-0.0276537222109971,"NHS-R30","Africa","Western Africa","other subsistence combinations",10,85
"q.3","NHS-C067",-0.181881860051694,-0.313977429957333,-0.0546184044280123,0.00433333333333333,0.756836918355413,0.612872444817918,0.855250279323465,-1.63559733560507,1.33927128490308,0.0115652456262699,0.0115652456262699,0.0169982127867529,0.0889418528573696,0.0491053583570762,0.0115652456262699,-0.0302889767302064,"NHS-R29","North America","Southwest and Basin","intensive agriculturalists",26,288
"q.3","NHS-C068",0.411382528245777,-0.224564346339976,1.05515322189624,0.201916666666667,0.812477736997388,0.483660426935562,1.16090558220316,-1.03042552369289,2.23441580991055,-0.000914654500706912,-0.00166116859615036,-0.000363906425108156,-0.0732492186261068,-0.00697608008999444,-0.00166116859615036,-0.0276537222109971,"NHS-R27","Africa","Southern Africa","other subsistence combinations",5,11
"q.3","NHS-C070",0.14306923281007,0.0143077879419429,0.26995716982275,0.0301666666666667,0.934005308610276,0.766151307953399,1.04753645949955,-1.66055791413969,1.91387922738068,-0.00917805329223106,0.0172814924411903,-0.00497996005165459,0.0889418528573696,0.0491053583570762,0.0172814924411903,-0.00629698483923711,"NHS-R21","North America","Plains and Plateau","primarily hunter-gatherers",10,288
"q.3","NHS-C073",0.273354771670678,0.114577792090427,0.429511618927152,0.000333333333333297,0.81312939306342,0.669204143108189,0.926020254915764,-1.30915946639597,1.90081042411245,-0.0126573754086128,0.017359731801362,-0.000363906425108156,-0.0732492186261068,-0.00697608008999444,0.017359731801362,0.0490902073120297,"NHS-R30","Africa","Western Africa","horticulturalists",11,211
"q.3","NHS-C074",-0.260450926344531,-0.568960463295386,0.0500725400948964,0.1005,0.872460046309371,0.70725151480479,1.04329935760993,-1.98178391428106,1.4215376137138,0.00258971210331243,0.00258971210331243,0.0227938162175179,0.0889418528573696,-0.00600059926027335,0.00258971210331243,0.0490902073120297,"NHS-R20","South America","Northwestern South America","horticulturalists",7,46
"q.3","NHS-C075",-0.0649140117314942,-0.628174447781985,0.491165906183638,0.815833333333333,0.804253950627018,0.531486065457641,1.13627734848179,-1.66897520389354,1.54054262657826,0.00023729388799738,-0.000398078811032092,0.00439993599440672,-0.0732492186261068,-0.0313911392284733,-0.000398078811032092,-0.0302889767302064,"NHS-R08","Asia","East Asia","intensive agriculturalists",8,16
"q.3","NHS-C077",0.0268561667613999,-0.186872351950392,0.24082996861406,0.807333333333333,0.816899140003478,0.637934535087517,0.97301274458067,-1.50870005621275,1.7590901735589,-0.000706995252788519,-0.000706995252788519,0.00352461431204575,0.0889418528573696,-0.00348249113015867,-0.000706995252788519,0.0525095197825099,"NHS-R03","Oceania","Australia","hunter-gatherers",13,114
"q.3","NHS-C078",0.118453600088912,-0.228995634744087,0.473604070569551,0.521166666666667,1.02368239241591,0.790575499889738,1.24994966197848,-2.01730726376224,1.93900090993965,-0.000936231979206493,-0.000936231979206493,-0.0335699352595581,-0.0732492186261068,-0.00717549012474206,-0.000936231979206493,-0.0276537222109971,"NHS-R04","Europe","British Isles","other subsistence combinations",9,38
"q.3","NHS-C079",0.105598805206354,-0.345208982749879,0.558367105378276,0.649083333333333,0.866452826850063,0.624347508196805,1.10211090911044,-1.47214457443592,1.99067116271758,-0.000466023423289951,-0.011678716389,0.00368520249859891,-0.0732492186261068,-0.00697608008999444,-0.011678716389,-0.0237196658987906,"NHS-R09","Africa","Eastern Africa","pastoralists",4,21
"q.3","NHS-C080",-0.0520695420956116,-0.206663362936931,0.0958617897057494,0.501833333333333,0.971763690024426,0.812353498979179,1.09994806010736,-1.96913816302465,1.90440125075379,0.00240885828231105,0.00240885828231105,0.00680363029761825,0.0889418528573696,0.0491053583570762,0.00240885828231105,0.0525095197825099,"NHS-R19","North America","Northwest Coast and California","hunter-gatherers",17,207
"q.3","NHS-C081",-0.338907992729999,-0.616770554172451,-0.0759378943257731,0.0108333333333333,0.704391884542617,0.561723549546923,0.844507022297445,-1.68145088712281,1.09266191830714,0.00455894290402664,0.0145497236757162,0.0170133643483683,-0.0732492186261068,-0.0313911392284733,0.0145497236757162,0.0490902073120297,"NHS-R25","Asia","Southeast Asia","horticulturalists",12,62
"q.3","NHS-C082",-0.376531675546759,-0.544671497660968,-0.209657933169614,0,0.900759080025516,0.72046964815116,1.028476019705,-2.01052522910664,1.51299088354282,0.0151644797540225,0.0151644797540225,0.0227938162175179,0.0889418528573696,0.0159694095005707,0.0151644797540225,0.0490902073120297,"NHS-R06","Middle America and the Caribbean","Central America","horticulturalists",18,184
"q.3","NHS-C083",0.57651275866359,0.418983640731307,0.720449206435857,0,0.872565016824429,0.714405047724444,0.980578283957895,-1.31716637181689,2.13672967121921,-0.0403318981562937,-0.0406597321992031,-0.0369353594423359,-0.0732492186261068,-0.0313911392284733,-0.0406597321992031,-0.0302889767302064,"NHS-R24","Asia","South Asia","intensive agriculturalists",7,310
"q.3","NHS-C084",-0.254200330504525,-0.454786088049596,-0.0472594314672864,0.0171666666666667,0.833282317689239,0.694084526438281,0.963314370395802,-1.74407049655714,1.50345737776397,0.0118190001300632,0.017359731801362,0.0164383955066526,-0.0732492186261068,-0.00697608008999444,0.017359731801362,-0.0302889767302064,"NHS-R30","Africa","Western Africa","intensive agriculturalists",11,209
"q.3","NHS-C085",-0.103015975928952,-0.383560590981923,0.183546335285794,0.474166666666667,0.788593952129727,0.637536526948624,0.942208327839723,-1.61884046416669,1.48873204184518,0.00132014193751594,0.0145497236757162,0.00554693050404968,-0.0732492186261068,-0.0313911392284733,0.0145497236757162,-0.0302889767302064,"NHS-R25","Asia","Southeast Asia","intensive agriculturalists",7,59
"q.3","NHS-C086",-0.14944456139072,-0.613962029787395,0.32487949974132,0.5325,0.869355818664619,0.612500942725267,1.11610021453736,-1.73127131821309,1.74901633835166,0.000614954554061557,0.000614954554061557,0.0169982127867529,0.0889418528573696,0.0159694095005707,0.000614954554061557,0.000614954554061557,"NHS-R18","Middle America and the Caribbean","Northern Mexico","agro-pastoralists",3,20
"q.3","NHS-C087",0.73249921582498,-0.277701893966218,1.75072337920169,0.158,0.770079042935235,0.276121277511474,1.30855752022061,-0.636316076009568,2.13611852062337,-0.000622821089539569,-0.000398078811032092,0.00426840237653289,-0.0732492186261068,-0.0313911392284733,-0.000398078811032092,-0.0302889767302064,"NHS-R08","Asia","East Asia","intensive agriculturalists",1,4
"q.3","NHS-C088",0.256868455144104,-1.01919279682412,1.53048441632085,0.685166666666667,0.74085568975686,0.135553077687039,1.48019829798377,-1.13405502377599,1.77600891507432,-0.000202281533499828,-0.00600049072845823,-0.00889717430730777,-0.0732492186261068,-0.00697608008999444,-0.00600049072845823,-0.0302889767302064,"NHS-R17","Africa","Northern Africa","intensive agriculturalists",3,3
"q.3","NHS-C091",-0.0101285720533659,-0.659051061082822,0.634957511173397,0.976833333333333,0.670423015929966,0.387638363180583,0.994473854958553,-1.34866930268356,1.39170124565128,3.42896150757167e-05,-0.0406597321992031,-0.0369353594423359,-0.0732492186261068,-0.0313911392284733,-0.0406597321992031,-0.0276537222109971,"NHS-R24","Asia","South Asia","other subsistence combinations",3,11
"q.3","NHS-C092",0.072811293956083,-0.158901165368374,0.3158539469152,0.551833333333333,0.900378785159468,0.720550043198933,1.05402728828028,-1.67269190157573,1.88920391949155,-0.00138708017665593,-0.00134616142207015,-0.000363906425108156,-0.0732492186261068,-0.00697608008999444,-0.00134616142207015,0.0525095197825099,"NHS-R05","Africa","Central Africa","hunter-gatherers",5,83
"q.3","NHS-C095",0.166645901705681,-0.0744372360408403,0.410921344406579,0.178416666666667,0.848172650473356,0.656025533504839,1.02428677298477,-1.47320461990767,1.87570722575514,-0.00332058168429863,-7.88097985150326e-05,0.000829251183843514,0.0889418528573696,0.0491053583570762,-7.88097985150326e-05,0.0525095197825099,"NHS-R02","North America","Arctic and Subarctic","hunter-gatherers",10,91
"q.3","NHS-C097",-0.389888653206302,-0.76908546789346,-0.00698280126957374,0.0446666666666667,0.894145483534861,0.717740294015384,1.10332022800817,-1.89843652257254,1.53929810873758,0.0027790510405044,0.0108300545613868,0.00701498878551165,0.0889418528573696,-0.00600059926027335,0.0108300545613868,-0.00629698483923711,"NHS-R28","South America","Southern South America","primarily hunter-gatherers",4,33
"q.3","NHS-C098",-0.018056010461835,-0.557615546759294,0.510140476840265,0.953166666666667,0.812630626930969,0.54141807900868,1.14011707608537,-1.63327122173219,1.56855171487399,0.000129677688789711,0.000129677688789711,0.00428988090116602,0.0889418528573696,-0.00600059926027335,0.000129677688789711,0.0490902073120297,"NHS-R07","South America","Central Andes","horticulturalists",7,16
"q.3","NHS-C100",0.147782043757273,-0.213332049480971,0.517651604086152,0.424333333333333,0.831426973856701,0.644984931912701,1.03690328211066,-1.56713729645228,1.69196506904134,-0.00105577988606515,-0.0024827307894576,0.00309383397388014,-0.0732492186261068,-0.0313911392284733,-0.0024827307894576,-0.0276537222109971,"NHS-R16","Asia","North Asia","other subsistence combinations",6,34
"q.3","NHS-C108",-0.804770572544055,-1.0606547133166,-0.557813924182271,0,0.86050148956596,0.697633076249757,1.00032631896166,-2.33365439426524,1.16938430799578,0.015294596231685,0.017359731801362,-0.000363906425108156,-0.0732492186261068,-0.00697608008999444,0.017359731801362,0.0490902073120297,"NHS-R30","Africa","Western Africa","horticulturalists",14,88
"q.3","NHS-C111",-0.46469171207017,-0.712342133713365,-0.219862368216552,8.33333333333333e-05,1.02280806951309,0.810998811148924,1.18625117300005,-2.43677725238564,1.50648207820526,0.00852359335991721,0.00694769226905648,0.0129404384420836,0.0889418528573696,-0.00600059926027335,0.00694769226905648,0.0525095197825099,"NHS-R10","South America","Eastern South America","hunter-gatherers",9,85
"q.3","NHS-C114",-0.145493441315187,-0.58337237350783,0.280454201085143,0.504,0.817880790373668,0.625601584625814,1.04676913189074,-1.66008270616359,1.56886913328238,0.00070105346651578,-0.011678716389,-0.00889717430730777,-0.0732492186261068,-0.00697608008999444,-0.011678716389,-0.0302889767302064,"NHS-R09","Africa","Eastern Africa","intensive agriculturalists",2,24
"q.3","NHS-C115",0.219218924051297,-0.0779084617760481,0.516358817807486,0.148916666666667,0.883544309737873,0.682679683494745,1.05691794077058,-1.61703803651281,1.88784776112428,-0.0023107856512993,-0.0265426589812798,0.00182565799257983,0.0889418528573696,-0.00600059926027335,-0.0265426589812798,-0.0276537222109971,"NHS-R01","South America","Amazon and Orinoco","other subsistence combinations",9,51
"q.3","NHS-C116",-0.305317002926034,-0.741212987165926,0.120205847895223,0.159166666666667,0.82861553330512,0.603727811116722,1.08018368481229,-1.8619685879721,1.50079489475489,0.0014402517952504,-0.0265426589812798,0.00563564176877577,0.0889418528573696,-0.00600059926027335,-0.0265426589812798,0.0490902073120297,"NHS-R01","South America","Amazon and Orinoco","horticulturalists",5,22
